"DATE","LOCATION","d.15","d.46","d.76","d.107","d.137","d.168","d.198","d.229","d.259","d.290","d.320"
1988-11-21,"S4S",2.26,3.4,2.16,3,2.84,4.5,4.04,3.28,2.46,1.98,NA
1988-11-21,"S4W",5.21,5.54,6.38,4.93,4.78,4.01,4.09,4.09,NA,NA,NA
1988-11-21,"S5",2.36,3.45,3.48,3.78,3.45,2.87,3.02,4.42,NA,NA,NA
1988-11-21,"S6N",4.01,4.27,4.83,3.51,3.51,3.66,2.97,3.23,3.71,3.56,3.3
1988-11-21,"S6S",3.71,5.97,3.84,5.44,5.13,4.47,3.81,3.66,3.48,3.89,NA
1989-05-17,"S1N",3.07,6.07,4.04,3.91,2.87,3.96,3.38,4.75,4.47,4.7,4.8
1989-05-17,"S1S",1.78,6.15,3.73,3.45,3.86,4.57,3.91,4.65,9.73,11.1,12.01
1989-05-17,"S2E",3.12,7.54,3.68,2.97,2.67,1.47,1.85,1.85,NA,NA,NA
1989-05-17,"S2S",3.43,5.72,6.12,4.83,4.42,4.24,4.78,5.33,2.77,2.87,2.49
1989-05-17,"S3W",0.86,2.77,1.5,2.49,4.9,4.39,5.18,4.85,3.3,6.43,6.86
1989-05-17,"S4S",1.65,2.41,2.11,3.56,4.01,5.16,4.19,4.37,3.33,2.51,NA
1989-05-17,"S4W",4.14,5.46,5.61,4.67,4.37,4.22,4.29,4.29,NA,NA,NA
1989-05-17,"S5",1.91,2.67,3.43,3.43,3.17,2.74,3.05,4.39,NA,NA,NA
1989-05-17,"S6N",2.51,3.05,4.72,3.2,3.28,3.58,3.43,3.4,3.38,3.15,3.35
1989-05-17,"S6S",1.83,4.9,3.66,5.33,4.37,4.22,3.66,3.66,3.56,3.78,NA
1990-05-24,"S1N",3.63,7.06,4.44,4.27,1.57,3.53,2.77,4.17,4.14,3.78,3.45
1990-05-24,"S1S",3.53,6.45,3.15,3.25,3.4,4.14,3.48,1.47,7.95,11.56,12.17
1990-05-24,"S2E",3.66,8.36,3.68,2.9,2.26,1.47,1.78,1.78,NA,NA,NA
1990-05-24,"S2S",3.86,5.03,7.34,4.57,4.55,4.11,4.62,4.83,2.49,3.15,2.49
1990-05-24,"S3W",1.85,2.64,1.55,2.54,4.06,4.09,4.09,4.47,2.64,5.64,6.12
1990-05-24,"S4S",2.39,2.29,1.96,3.38,3.53,4.6,3.68,3.84,2.64,1.98,NA
1990-05-24,"S4W",3.99,4.72,5.54,4.42,4.17,3.76,3.96,3.96,NA,NA,NA
1990-05-24,"S5",2.92,2.44,3.63,3.25,3.05,2.41,2.69,3.68,NA,NA,NA
1990-05-24,"S6N",3.78,3.86,4.75,3.07,2.9,3.35,2.92,3.05,2.95,3.07,3.48
1990-05-24,"S6S",3.33,5.44,3.81,6.07,4.88,4.06,3.51,3.76,3.48,3.78,NA
1990-09-24,"S1N",0.97,3.78,1.73,1.12,NA,1.83,1.85,3.48,3.53,2.9,2.64
1990-09-24,"S1S",0.84,1.37,0.51,1.47,1.27,1.65,1.93,NA,0.86,5.36,11.73
1990-09-24,"S2E",0.79,0.79,0.91,1.19,1.5,1.27,1.73,1.73,NA,NA,NA
1990-09-24,"S2S",1.63,0.15,4.17,2.69,2.31,2.03,2.41,2.24,NA,0.86,0.64
1990-09-24,"S3W",0.89,0.36,NA,0.56,0.91,0.43,1.04,2.46,1.68,2.49,2.11
1990-09-24,"S4S",0.76,0.79,0.58,0.74,0.41,0.61,0.91,1.24,0.43,0.79,NA
1990-09-24,"S4W",1.5,NA,3.2,1.93,1.57,1.52,1.68,1.68,NA,NA,NA
1990-09-24,"S5",1.3,1.35,1.22,1.32,1.07,0.43,1.07,NA,NA,NA,NA
1990-09-24,"S6N",1.93,0.05,2.24,1.78,2.24,3.05,2.87,3.1,3,2.87,2.79
1990-09-24,"S6S",1.17,0.43,0.89,4.32,4.42,3.84,3.3,3.4,3.07,3.58,NA
1990-11-26,"S1N",3.33,6.43,3.71,1.8,NA,1.8,1.85,3.38,3.3,2.84,2.54
1990-11-26,"S1S",3.07,5.16,2.69,2.03,1.12,1.52,1.7,NA,1.02,4.22,11.15
1990-11-26,"S2E",2.49,4.09,1.78,1.5,1.5,1.17,1.4,1.4,NA,NA,NA
1990-11-26,"S2S",2.92,3.56,6.3,3.17,2.46,2.18,2.26,2.13,NA,0.91,0.56
1990-11-26,"S3W",1.47,1.98,1.02,1.35,2.11,0.48,0.94,1.8,1.35,2.57,2.13
1990-11-26,"S4S",1.37,1.98,1.83,2.72,0.86,0.56,0.94,1.22,0.58,0.81,NA
1990-11-26,"S4W",2.74,2.92,4.17,1.93,1.73,1.63,2.13,2.13,NA,NA,NA
1990-11-26,"S5",1.91,1.96,3.1,2.39,1.52,0.97,1.4,2.46,NA,NA,NA
1990-11-26,"S6N",2.54,2.92,3.48,1.85,2.18,3.1,2.62,2.79,3.02,2.84,3.07
1990-11-26,"S6S",2.29,3.86,2.62,5.31,4.6,3.68,3.45,3.38,3.12,3.53,NA
1991-05-17,"S1N",3.25,6.63,4.01,3.91,1.47,3.91,3.35,4.93,4.57,4.42,3.02
1991-05-17,"S1S",2.77,5.97,3.02,3.23,3.84,4.47,3.86,0.94,6.35,10.67,11.58
1991-05-17,"S2E",3.15,7.34,3.25,2.87,1.98,1.42,1.35,1.35,NA,NA,NA
1991-05-17,"S2S",5.13,4.24,6.96,4.72,4.44,4.09,4.37,4.9,1.5,2.84,2.39
1991-05-17,"S3W",1.27,1.98,1.47,2.74,4.17,4.09,2.18,2.87,1.65,4.93,5.51
1991-05-17,"S4S",1.27,2.13,2.11,3.63,3.76,4.67,3.33,3.56,2.49,1.7,NA
1991-05-17,"S4W",3.4,3.94,5.38,4.22,4.17,3.86,3.78,3.78,NA,NA,NA
1991-05-17,"S5",1.27,2.08,3.84,3.02,2.84,2.01,2.34,3.17,NA,NA,NA
1991-05-17,"S6N",2.77,3.99,4.55,3.17,2.95,3.81,3.15,3.35,3.4,3.38,3.23
1991-05-17,"S6S",2.51,4.55,3.25,5.59,4.7,4.14,3.68,3.78,3.38,3.91,NA
1991-09-19,"S1N",2.87,5.41,2.16,1.63,NA,1.73,1.88,3.51,3.51,2.9,2.62
1991-09-19,"S1S",2.21,4.09,1.12,1.8,1.52,1.98,1.88,NA,0.94,5.08,11.25
1991-09-19,"S2E",2.24,1.8,0.94,1.24,1.55,1.22,1.5,1.5,NA,NA,NA
1991-09-19,"S2S",2.31,1.27,4.22,2.74,2.46,2.11,2.24,2.11,NA,0.86,0.64
1991-09-19,"S3W",1.96,2.18,0.46,0.71,1.22,0.51,0.76,1.7,1.47,2.54,1.96
1991-09-19,"S4S",1.37,2.08,0.89,0.79,0.46,0.64,0.89,1.24,0.51,0.74,NA
1991-09-19,"S4W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-09-19,"S5",1.63,2.11,1.12,1.7,1.35,0.66,1.07,0.13,NA,NA,NA
1991-09-19,"S6N",2.62,3,3.05,2.24,2.46,3.05,2.54,3.05,2.87,2.87,2.87
1991-09-19,"S6S",3.02,2.95,1.35,4.11,4.14,3.71,3.35,3.38,3.3,3.48,NA
1991-11-14,"S1N",3.53,6.48,3.61,1.7,NA,1.68,1.73,3.45,3.3,2.9,2.44
1991-11-14,"S1S",3.33,5.69,1.52,1.68,1.55,1.93,1.93,NA,1.07,4.37,10.46
1991-11-14,"S2E",2.92,4.29,1.32,1.02,1.47,1.17,1.35,1.35,NA,NA,NA
1991-11-14,"S2S",3.76,2.72,4.29,2.62,2.29,1.83,2.31,2.24,NA,0.91,0.64
1991-11-14,"S3W",3.45,2.49,1.12,0.94,1.12,0.48,0.76,1.42,1.22,2.34,2.01
1991-11-14,"S4S",3.38,2.44,1.35,0.91,0.48,0.74,0.94,1.32,0.56,0.79,NA
1991-11-14,"S4W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-11-14,"S5",3.2,2.41,2.72,1.93,1.32,0.61,1.47,0.46,NA,NA,NA
1991-11-14,"S6N",3.17,3.51,3.45,2.24,2.39,3.1,2.46,2.92,2.84,2.9,2.92
1991-11-14,"S6S",3,4.14,1.98,3.99,4.22,3.66,3.2,3.23,3.02,3.53,NA
1992-06-02,"S1N",2.64,4.95,3.78,3.66,1.47,3.2,3,3.48,4.78,4.6,5.38
1992-06-02,"S1S",2.59,4.55,2.79,3.23,3.25,4.27,3.66,0.91,3.51,10.67,11.71
1992-06-02,"S2E",2.26,6.15,3.1,3.05,1.93,1.27,1.42,1.42,NA,NA,NA
1992-06-02,"S2S",2.79,3.48,6.88,4.88,4.32,3.99,4.37,4.44,1.52,2.64,2.31
1992-06-02,"S3W",1.57,1.8,1.4,2.62,4.11,3.81,2.41,2.62,1.73,5.05,5.79
1992-06-02,"S4S",0.86,2.01,2.03,3.45,3.66,4.52,3.05,3.07,2.03,1.57,NA
1992-06-02,"S4W",3.45,3.45,4.29,3.25,3.63,3.76,3.53,3.53,NA,NA,NA
1992-06-02,"S5",1.37,1.93,3.33,3.17,3.05,2.13,2.41,3.33,NA,NA,NA
1992-06-02,"S6N",2.54,3.2,4.7,3.2,3.05,3.51,2.69,3.25,3.25,3.15,3.23
1992-06-02,"S6S",2.36,4.62,3.02,4.32,4.27,4.24,3.56,3.71,3.48,3.45,NA
1992-09-24,"S1N",3.05,5.69,4.17,4.17,1.78,3.51,3.17,3.56,4.78,4.67,5.74
1992-09-24,"S1S",3,5.77,3.05,3.23,3.53,4.44,3.94,1.37,6.45,11.07,12.01
1992-09-24,"S2E",3.3,7.26,3.38,2.39,1.98,1.37,1.57,1.57,NA,NA,NA
1992-09-24,"S2S",3.78,4.24,7.04,4.93,4.37,3.94,4.39,5.13,1.78,2.77,2.41
1992-09-24,"S3W",1.35,2.18,1.52,2.41,4.24,3.96,3.38,3.68,2.01,4.47,5.74
1992-09-24,"S4S",1.17,2.13,2.01,3.23,2.77,3.02,1.27,1.7,1.02,1.09,NA
1992-09-24,"S4W",3.23,3.56,4.39,3.38,3.94,3.38,2.9,2.9,NA,NA,NA
1992-09-24,"S5",1.52,2.24,3.53,3.17,2.79,1.78,2.08,3.53,NA,NA,NA
1992-09-24,"S6N",3.15,3.94,4.78,3.23,3.1,3.38,3.02,3.17,3.07,3,3.17
1992-09-24,"S6S",2.69,5.03,3.48,4.78,4.7,4.37,3.56,3.66,3.53,3.78,NA
1992-11-19,"S1N",3.25,5.38,3.99,3.71,1.52,2.64,2.49,2.87,3.94,2.54,4.9
1992-11-19,"S1S",2.87,5.74,2.9,2.69,2.59,3.35,2.9,0.81,2.59,10.52,11.73
1992-11-19,"S2E",3.56,5.77,3.02,2.39,1.96,1.52,1.32,1.32,NA,NA,NA
1992-11-19,"S2S",3.76,3.99,6.88,4.72,4.47,3.96,4.39,4.6,1.37,2.08,1.8
1992-11-19,"S3W",1.5,2.01,0.91,1.37,3,3.33,3.35,3.38,5.16,4.09,4.67
1992-11-19,"S4S",2.41,2.01,1.65,2.57,2.44,2.84,1.42,1.65,1.22,1.07,NA
1992-11-19,"S4W",3.53,3.61,4.27,3.17,3.94,3.35,2.84,2.84,NA,NA,NA
1992-11-19,"S5",1.42,2.03,2.62,2.95,2.84,1.8,2.16,3.66,NA,NA,NA
1992-11-19,"S6N",2.08,3.38,4.44,3.2,3.05,3.38,2.84,3.2,3.1,3.05,3.25
1992-11-19,"S6S",2.74,4.6,2.41,3.45,4.01,4.06,3.4,3.38,3.23,3.66,NA
1993-05-13,"S1N",2.49,5.77,4.06,4.14,1.83,3.48,3.25,3.63,5.31,5.16,5.61
1993-05-13,"S1S",2.77,5.84,3.15,3.33,3.78,4.62,3.81,2.11,8.33,10.69,12.04
1993-05-13,"S2E",2.97,7.62,3.61,2.77,1.96,1.55,1.52,1.52,NA,NA,NA
1993-05-13,"S2S",4.62,4.44,6.88,4.75,4.44,4.11,4.47,4.9,1.85,2.9,2.41
1993-05-13,"S3W",1.19,2.03,1.47,2.59,4.32,4.06,4.01,4.29,2.46,5.89,6.3
1993-05-13,"S4S",1.6,2.31,2.16,3.86,3.99,4.85,3.76,3.99,2.84,2.29,NA
1993-05-13,"S4W",4.8,3.76,4.37,3.86,4.47,3.96,3.91,3.91,NA,NA,NA
1993-05-13,"S5",2.31,2.16,3.86,3.15,3.02,2.11,2.49,3.78,NA,NA,NA
1993-05-13,"S6N",2.82,3.76,4.88,3.05,3.02,3.35,2.87,3.25,3.02,3.05,3.15
1993-05-13,"S6S",1.96,5.38,3.48,4.44,4.27,4.14,3.68,3.84,3.53,3.84,NA
1993-09-23,"S1N",2.87,5.66,3.84,3,0.86,2.44,2.54,2.79,4.09,3.38,4.57
1993-09-23,"S1S",2.54,5.84,3,2.87,2.34,3.15,2.59,0.64,3.33,10.62,12.32
1993-09-23,"S2E",3.84,5.23,2.31,1.96,1.85,1.52,1.55,1.55,NA,NA,NA
1993-09-23,"S2S",3.28,3.05,6.3,4.32,3.61,3.05,3.48,3.61,0.18,2.18,1.7
1993-09-23,"S3W",1.78,2.46,1.4,1.83,3.48,3.2,3.25,3.66,2.11,3.96,4.22
1993-09-23,"S4S",1.93,2.34,2.16,3.2,2.44,2.84,1.52,1.93,1.19,1.19,NA
1993-09-23,"S4W",4.06,3.84,4.14,3.07,3.76,3.35,3.15,3.15,NA,NA,NA
1993-09-23,"S5",3.15,2.44,3.68,3.38,3.23,2.01,2.29,3.84,NA,NA,NA
1993-09-23,"S6N",3.89,3.71,4.47,3.2,3.1,3.3,2.9,3.07,3.17,2.92,3.51
1993-09-23,"S6S",3.17,4.67,3.1,5.74,4.88,4.14,3.71,3.71,3.35,3.58,NA
1993-11-17,"S1N",4.27,5.72,3.91,2.92,0.64,2.18,2.24,2.64,3.96,3.17,4.22
1993-11-17,"S1S",3.23,5.77,3.17,3.02,2.41,3.1,2.57,0.51,2.34,10.31,11.71
1993-11-17,"S2E",3.58,5.21,2.29,2.08,1.96,1.52,1.52,1.52,NA,NA,NA
1993-11-17,"S2S",2.9,3.4,6.27,3.94,3.53,3.07,3.38,3.3,0.28,1.8,1.63
1993-11-17,"S3W",1.73,2.18,1.17,1.63,3.1,3.1,3.2,3.45,1.96,3.94,4.22
1993-11-17,"S4S",2.18,2.26,1.7,2.59,2.49,3.02,1.68,1.68,1.24,1.32,NA
1993-11-17,"S4W",4.7,3.91,4.06,2.9,3.66,3.3,2.95,2.95,NA,NA,NA
1993-11-17,"S5",2.77,2.31,3.1,2.9,2.77,2.08,2.46,3.45,NA,NA,NA
1993-11-17,"S6N",3.07,3.38,4.39,3.02,2.79,3.1,2.54,3.02,2.95,2.74,3.15
1993-11-17,"S6S",3.17,4.29,2.84,5.16,4.6,3.71,3.38,3.33,2.84,3.43,NA
1994-05-16,"S1N",3.58,6.17,4.42,4.09,1.93,3.84,3.63,3.86,5.23,4.22,5.49
1994-05-16,"S1S",3.51,6.3,3.25,3.91,3.86,4.57,3.63,3.4,9.47,10.85,12.7
1994-05-16,"S2E",3.33,8.89,3.48,2.77,1.98,1.52,1.65,1.65,NA,NA,NA
1994-05-16,"S2S",3.78,5,7.14,4.88,4.39,4.09,4.37,4.98,2.46,3.33,2.46
1994-05-16,"S3W",1.57,2.59,1.57,3.07,4.57,3.91,4.24,4.47,2.64,5.84,6.25
1994-05-16,"S4S",1.8,3.02,2.34,3.84,3.91,4.72,3.99,3.99,3.07,2.18,NA
1994-05-16,"S4W",5.16,4.72,6.05,7.01,4.88,4.06,3.86,3.86,NA,NA,NA
1994-05-16,"S5",2.31,2.64,4.22,3.2,3.07,2.57,2.62,4.01,NA,NA,NA
1994-05-16,"S6N",3.86,4.22,5.05,3.23,3.1,3.45,2.9,3.2,3.07,3,3.35
1994-05-16,"S6S",3.1,5.92,4.01,5.92,4.75,4.14,3.71,3.94,3.43,4.06,NA
1994-09-19,"S1N",3.1,5.84,3.99,3.51,1.68,3.02,2.9,3,4.24,3.81,4.6
1994-09-19,"S1S",2.77,5.69,3.2,3.48,3.61,3.94,2.57,1.02,5.13,11.02,12.32
1994-09-19,"S2E",3.07,7.04,3.2,1.93,1.85,1.57,1.63,1.63,NA,NA,NA
1994-09-19,"S2S",2.95,4.14,6.55,4.47,3.53,3.23,3.33,3.71,1.24,1.98,1.55
1994-09-19,"S3W",1.47,2.34,1.55,2.64,3.96,3.2,3.45,3.68,2.11,3.94,3.86
1994-09-19,"S4S",1.65,2.46,2.24,3,1.24,1.37,1.52,1.7,1.09,1.17,NA
1994-09-19,"S4W",4.65,3.53,3.68,2.39,2.54,2.72,2.69,2.69,NA,NA,NA
1994-09-19,"S5",2.41,2.57,4.29,3.23,2.74,1.7,1.88,3.4,NA,NA,NA
1994-09-19,"S6N",3.43,3.63,4.67,3.33,2.84,3.51,2.84,3.1,3.15,3.02,3.53
1994-09-19,"S6S",3.56,5,3.45,5.46,4.9,4.11,3.56,3.63,3.45,4.04,NA
1994-11-16,"S1N",6.35,5.99,4.24,3.99,1.73,3,3.07,3,4.37,3.76,4.9
1994-11-16,"S1S",3.28,5.92,3.2,3.05,2.95,3.96,3.23,1.32,5.31,10.8,12.32
1994-11-16,"S2E",7.04,7.04,3.51,2.54,1.93,1.5,1.65,1.65,NA,NA,NA
1994-11-16,"S2S",7.67,4.57,7.04,4.72,4.52,3.94,4.44,4.78,2.11,2.62,1.83
1994-11-16,"S3W",2.92,2.29,1.17,2.01,3.66,3.48,3.68,3.66,2.08,3.94,5.31
1994-11-16,"S4S",3.61,2.39,1.98,3.2,2.49,2.03,1.47,1.85,1.09,1.19,NA
1994-11-16,"S4W",6.93,3.94,3.99,2.77,3.25,3.1,2.74,2.74,NA,NA,NA
1994-11-16,"S5",3.73,2.31,3.45,3.07,2.92,2.08,2.31,3.76,NA,NA,NA
1994-11-16,"S6N",6.53,3.84,4.6,3.3,3.02,3.3,3.02,3.1,3,2.84,3.2
1994-11-16,"S6S",6.25,4.98,3.1,5.03,4.52,4.22,3.51,3.66,3.3,3.66,NA
1995-05-11,"S1N",3.05,6.17,4.22,4.17,2.44,3.76,3.66,3.96,4.88,3.23,6.05
1995-05-11,"S1S",2.72,6.5,3.61,4.09,4.83,4.6,3.63,2.18,8.64,11.23,12.55
1995-05-11,"S2E",3.3,8.89,3.76,2.84,2.11,1.73,1.85,1.85,NA,NA,NA
1995-05-11,"S2S",4.14,5.46,7.37,5.08,4.55,4.14,4.83,5.23,2.92,3.53,2.79
1995-05-11,"S3W",2.64,3,2.16,3.25,4.52,4.24,3.61,3.96,2.16,5.38,6.45
1995-05-11,"S4S",1.98,3.07,2.41,3.68,3.48,4.62,3.61,3.51,2.24,4.52,NA
1995-05-11,"S4W",5.44,6.25,7.65,6.1,4.62,4.14,4.17,4.17,NA,NA,NA
1995-05-11,"S5",2.69,2.84,4.32,3.25,2.95,2.57,2.54,3.99,NA,NA,NA
1995-05-11,"S6N",3.48,4.67,4.88,3.33,3.02,3.84,3.07,3.56,3.86,3.48,3.3
1995-05-11,"S6S",3.48,6.25,3.78,5.16,4.62,4.32,3.68,3.84,3.61,4.06,NA
1995-09-27,"S1N",2.39,3.51,2.08,1.93,NA,2.13,2.59,2.79,3.63,2.64,4.88
1995-09-27,"S1S",1.83,5.05,2.69,2.34,1.85,2.49,2.16,0.48,2.08,10.41,12.19
1995-09-27,"S2E",2.31,2.54,1.73,1.7,1.83,1.63,1.83,1.83,NA,NA,NA
1995-09-27,"S2S",1.55,1.55,5.13,3.45,3,2.64,2.77,2.87,0.05,1.8,1.5
1995-09-27,"S3W",2.11,2.01,1.27,1.98,3.68,2.9,3,3.33,1.93,3.66,3.38
1995-09-27,"S4S",1.14,2.31,1.88,2.64,1.09,0.91,1.17,1.55,0.86,1.09,NA
1995-09-27,"S4W",3.66,2.44,3,1.83,2.18,2.08,2.08,2.08,NA,NA,NA
1995-09-27,"S5",1.91,2.18,3.56,3.02,2.64,1.37,1.52,2.9,NA,NA,NA
1995-09-27,"S6N",2.41,2.74,4.44,3.3,2.92,3.35,2.9,3.3,3.07,3,3.23
1995-09-27,"S6S",2.34,4.11,2.34,3.3,4.01,4.29,3.45,3.45,3.35,3.81,NA
1995-11-13,"S1N",3.48,5.61,4.06,4.06,2.39,3.25,3.61,3.56,4.47,3.33,6.25
1995-11-13,"S1S",3.28,5.77,3.51,3.35,3.53,4.37,3.51,2.18,8.66,11.15,12.47
1995-11-13,"S2E",4.27,7.75,3.38,2.72,2.03,1.5,1.63,1.63,NA,NA,NA
1995-11-13,"S2S",3.45,4.57,7.11,4.88,4.52,3.99,4.52,4.72,1.78,2.9,2.34
1995-11-13,"S3W",1.96,2.31,1.47,2.44,4.32,4.09,4.44,4.24,2.69,5.82,5.84
1995-11-13,"S4S",3.25,2.49,2.24,3.66,3.48,4.47,3.2,2.84,1.42,1.12,NA
1995-11-13,"S4W",4.37,3.91,4.55,3.99,4.32,3.94,3.66,3.66,NA,NA,NA
1995-11-13,"S5",2.77,2.39,3.94,3.23,3.05,2.16,2.49,3.71,NA,NA,NA
1995-11-13,"S6N",3.07,3.84,4.83,3.23,3.2,3.68,2.95,3.4,3.3,2.92,3.3
1995-11-13,"S6S",3.33,5,3.45,4.52,4.47,4.27,3.48,3.76,3.43,3.96,NA
1996-05-16,"S1N",3.96,5.82,4.06,4.22,2.46,3.33,3.51,3.68,5.21,4.67,6.25
1996-05-16,"S1S",2.97,6.05,3.3,3.25,3.61,4.78,3.81,5.61,9.6,11.76,12.5
1996-05-16,"S2E",4.01,8.26,3.66,3.07,2.08,1.68,1.8,1.8,NA,NA,NA
1996-05-16,"S2S",3.48,4.67,7.19,4.78,4.6,3.99,4.6,5,1.98,2.9,2.41
1996-05-16,"S3W",3,2.49,1.63,3,4.42,4.17,4.37,4.75,3.3,6.27,6.65
1996-05-16,"S4S",1.96,2.34,2.01,3.61,3.86,4.57,3.91,4.09,2.87,1.96,NA
1996-05-16,"S4W",4.67,3.81,4.55,4.09,4.17,3.76,3.53,3.53,NA,NA,NA
1996-05-16,"S5",2.51,2.18,3.76,3.23,3.05,2.24,2.59,3.81,NA,NA,NA
1996-05-16,"S6N",3.63,3.56,4.62,3.38,3.07,3.63,2.92,3.3,3.07,2.92,3.17
1996-05-16,"S6S",2.46,5.03,3.76,3.76,3.68,4.39,3.4,3.4,3.61,3.68,NA
1996-09-19,"S1N",1.47,1.88,1.55,1.55,NA,1.98,2.39,2.64,3.48,2.24,4.22
1996-09-19,"S1S",1.96,2.29,1.93,2.16,1.8,2.39,2.08,0.46,2.18,10.87,12.22
1996-09-19,"S2E",1.85,1.02,1.19,1.17,1.65,1.5,1.78,1.78,NA,NA,NA
1996-09-19,"S2S",1.24,0.43,4.37,3,2.62,2.39,2.62,2.41,NA,1.12,1.04
1996-09-19,"S3W",0.89,1.19,0.33,0.94,2.03,2.16,2.74,3.2,1.96,3.53,2.74
1996-09-19,"S4S",0.43,0.64,0.64,0.97,0.64,0.76,1.07,1.42,0.64,0.97,NA
1996-09-19,"S4W",1.07,0.03,2.49,1.57,1.55,1.57,1.47,1.47,NA,NA,NA
1996-09-19,"S5",0.71,1.24,1.5,2.39,2.01,0.94,1.35,1.24,NA,NA,NA
1996-09-19,"S6N",1.02,0.76,2.77,2.39,2.87,3.35,2.87,3.2,3.07,3,3.4
1996-09-19,"S6S",0.74,0.81,1.22,1.85,3.63,4.09,3.33,3.48,3.28,3.68,NA
1996-11-07,"S1N",3.4,5.97,3.91,3.81,2.11,2.24,2.08,2.54,3.61,2.46,4.42
1996-11-07,"S1S",3.63,6.12,3.53,3.4,3,2.9,2.18,0.3,2.57,11.13,12.55
1996-11-07,"S2E",2.95,8.41,2.92,2.13,1.78,1.47,1.57,1.57,NA,NA,NA
1996-11-07,"S2S",4.09,4.67,7.04,4.6,4.32,3.71,4.17,4.52,2.18,2.64,1.24
1996-11-07,"S3W",1.57,2.77,1.68,2.77,4.11,2.72,2.62,2.84,1.78,3.3,3.17
1996-11-07,"S4S",2.29,2.59,2.34,3.68,0.79,0.76,0.97,1.52,0.74,0.91,NA
1996-11-07,"S4W",4.22,3.71,3.78,2.54,2.29,1.7,1.55,1.55,NA,NA,NA
1996-11-07,"S5",3.12,2.46,4.06,3.02,2.87,1.57,1.85,3.23,NA,NA,NA
1996-11-07,"S6N",2.87,3.68,4.32,2.74,2.62,3.25,2.44,3.07,2.92,2.87,3.15
1996-11-07,"S6S",2.92,4.47,3.15,5.49,4.42,3.94,3.4,3.56,3.02,3.76,NA
1997-05-13,"S1N",3.33,5.72,4.14,4.14,2.24,3.33,3.38,3.76,4.9,4.01,6.25
1997-05-13,"S1S",3.12,6.05,3.48,3.4,3.4,4.47,3.63,4.93,9.55,12.29,12.5
1997-05-13,"S2E",3.94,7.65,3.71,2.84,2.13,1.55,1.7,1.7,NA,NA,NA
1997-05-13,"S2S",4.29,4.78,7.26,4.98,4.85,4.22,4.67,5.16,2.18,2.95,2.39
1997-05-13,"S3W",1.88,2.54,1.52,2.95,4.44,4.14,4.39,4.62,3,6.12,6.1
1997-05-13,"S4S",2.18,2.84,2.11,3.45,3.71,4.6,3.96,4.11,2.92,2.29,NA
1997-05-13,"S4W",4.09,4.22,4.7,4.24,4.52,3.86,3.66,3.66,NA,NA,NA
1997-05-13,"S5",3.23,2.59,4.24,3.05,3.02,2.34,2.59,3.91,NA,NA,NA
1997-05-13,"S6N",3.53,3.45,4.6,3.07,2.95,3.66,3.1,3.38,3.25,3.07,3.53
1997-05-13,"S6S",2.64,5.77,3.63,5.77,4.6,3.91,3.63,3.63,3.3,4.06,NA
1997-09-17,"S1N",3.05,4.95,2.92,2.74,1.22,3.25,3.66,3.84,4.9,3.76,6.07
1997-09-17,"S1S",3.05,6.6,2.92,3.25,2.72,3.38,3.07,1.09,3.1,8.43,9.32
1997-09-17,"S2E",3.3,5.28,1.27,1.4,2.03,1.42,1.47,1.47,NA,NA,NA
1997-09-17,"S2S",3.56,2.29,4.47,3.05,2.49,2.16,2.46,2.46,0.25,1.4,1.42
1997-09-17,"S3W",2.01,3.07,2.26,1.35,2.49,2.57,3.02,3.4,2.03,3.81,3.76
1997-09-17,"S4S",2.11,2.74,1.32,1.27,0.89,0.94,1.12,1.5,0.66,0.81,NA
1997-09-17,"S4W",3.78,2.03,2.46,1.93,1.83,1.42,1.4,1.4,NA,NA,NA
1997-09-17,"S5",3.02,2.31,3.53,2.11,1.83,0.97,1.22,1.37,NA,NA,NA
1997-09-17,"S6N",2.95,2.54,2.87,1.7,2.03,2.84,2.54,2.9,2.74,2.77,2.84
1997-09-17,"S6S",3.07,2.72,1.19,4.42,4.11,3.53,3.05,3.02,2.9,3.38,NA
1997-11-20,"S1N",2.92,5.21,3.84,3.91,2.29,3.02,3.05,3.05,4.09,2.54,4.55
1997-11-20,"S1S",3.1,5.51,3.38,3.35,3,3.45,2.46,0.51,2.92,9.96,10.97
1997-11-20,"S2E",3.15,6.1,3.1,2.08,1.55,1.37,1.83,1.83,NA,NA,NA
1997-11-20,"S2S",3.43,4.01,6.81,4.83,4.22,3.81,4.11,4.09,1.37,2.18,1.4
1997-11-20,"S3W",1.57,2.16,1.5,2.16,3.66,2.84,3.07,3.38,1.93,3.78,3.91
1997-11-20,"S4S",2.44,2.46,2.18,3.17,1.65,1.09,1.37,1.65,1.02,1.17,NA
1997-11-20,"S4W",4.01,3.35,3.56,1.83,1.88,1.8,1.65,1.65,NA,NA,NA
1997-11-20,"S5",2.59,2.26,3.81,3.25,2.72,1.85,2.01,3.48,NA,NA,NA
1997-11-20,"S6N",3.12,3.17,4.09,2.44,2.31,3,2.59,3.02,2.92,2.95,3.2
1997-11-20,"S6S",2.79,4.17,3.02,5.36,4.52,3.94,3.48,3.53,3,3.53,NA
1998-04-30,"S1N",3.48,5.21,4.09,3.99,1.98,3.3,3.71,3.78,5.05,3.84,6.2
